symbol,token
NIPPOBATRY,1736193
NIRAJ,65281
NIRAJISPAT-BE,4824065
NIRMAN-ST,3769601
NITCO,3404801
NITINSPIN,3372801
NITIRAJ,831233
NIVABUPA,6936833
NKIND,624385
NLCINDIA,2197761
NMDC,3924993
NMSTEEL-SM,7373057
NOCIL,625153
NOIDATOLL,2761217
NORBTEAEXP,1064961
NORTHARC,6509057
NOVAAGRI,5754113
NPBET,3322369
NPBETINAV,2603521
NPST,193618945
NRAIL,5200385
NRBBEARING,1933569
NRL,3500801
NRVANDANA-SM,193917185
NSIL,2877185
NSLNISP,3630081
NTPC,2977281
NTPCGREEN,6957057
NUCLEUS,2762497
NURECA,601601
NUVAMA,4792577
NUVOCO,1389057
NV20,2932993
NV20BEES,2520833
NV20IETF,4473601
NX30ADINAV,7544577
NXST-RR,4048641
NXT-INFRA-IV,6220289
NYKAA,1675521
OAL,2756609
OBCL,2252033
OBEROIRLTY,5181953
OBSCP-SM,6636289
OCCLLTD,6635009
ODIGMA,7058177
OFSS,2748929
OIL,4464129
OILCOUNTUB,632833
OILETFINAV,6285057
OILIETF,6280449
OLAELEC,6342913
OLECTRA,2723073
OLIL-SM,4962817
OMAXAUTO,2796033
OMAXE,3802369
OMFREIGHT,194409217
OMFURN-SM,29953
OMINFRAL,6203137
OMKARCHEM-BZ,3459841
OMNI,194781441
ONDOOR-SM,5041153
ONELIFECAP,6525953
ONEPOINT,2544385
ONESOURCE,7481345
ONGC,633601
ONMOBILE,3911169
ONWARDTEC,635137
ONYX-SM,6946817
OPTIEMUS,5496065
OPTIVALUE-SM,194278401
ORBTEXP,8057601
ORCHASP,7549953
ORCHPHARMA,237057
ORIANA-SM,4577793
ORICONENT,2600705
ORIENTALTL,3672577
ORIENTBELL,3655169
ORIENTCEM,7702785
ORIENTCER,3356417
ORIENTELEC,760833
ORIENTHOT,638209
ORIENTLTD,4661249
ORIENTPPR,638977
ORIENTTECH,6390017
ORISSAMINE,5102337
ORKLAINDIA,194449665
ORTEL-BZ,3410177
ORTINGLOBE-BE,762881
OSEINTRUST-IV,2671361
OSELDEVICE-SM,6498817
OSIAHYPER,3234561
OSWALAGRO,643585
OSWALGREEN,120577
OSWALPUMPS,193741313
OSWALSEEDS,3662081
OWAIS-SM,5865217
PACEDIGITK,194391553
PAGEIND,3689729
PAISALO,6519809
PAKKA,4402433
PALASHSECU,5474049
PALREDTEC,4367873
PANACEABIO,1038081
PANACHE-BE,4186881
PANAMAPET,6500353
PANSARI,1572097
PAR,1441537
PARACABLES,3571457
PARADEEP,2493697
PARAGMILK,4385281
PARAGON-SM,5063425
PARAMATRIX-SM,6417665
PARAMOUNT-SM,6583297
PARAMPARA-ST,346625
PARAS,1513217
PARASPETRO-BE,2297601
PARIN-SM,1397761
PARKHOSPS,194649857
PARKHOTELS,5798145
PARSVNATH,3530497
PARTH-ST,194104321
PARTYCRUS-SM,665345
PASHUPATI,194036481
PASUPTAC,1547521
PATANJALI,4359425
PATELENG,2994945
PATELRMART,194416385
PATILAUTOM-SM,193782529
PATINTLOG,3896065
PATTECH-SM,3875073
PAUSHAKLTD,194552065
PAVNAIND,4145153
PAYTM,1716481
PCBL,678145
PCCL-SM,6218241
PCHF230125-N0,7487233
PCJEWELLER,7455745
PCPL27-N0,6568193
PDMJEPAPER,3936513
PDSL,1347585
PEARLPOLY,668161
PELATRO-SM,6504449
PENIND,5278977
PENINLAND,577537
PENTAGON-SM,4385793
PERFECT-SZ,194078977
PERSISTENT,4701441
PETRONET,2905857
PFC,3660545
PFCL36A-N8,194766337
PFCL36B-N9,194766593
PFCL36-N7,194766081
PFCL41A-NE,194770945
PFCL41-ND,194770689
PFIZER,676609
PFOCUS,3454977
PFS,5786113
PGEL,6491649
PGHH,648961
PGHL,240641
PGIL,3650561
PGINVIT-IV,894465
PHANTOMFX-SM,2972673
PHARMABEES,1273089
PHARMAINAV,2598145
PHFL29-N0,195003649
PHOENIXLTD,3725313
PHOGLOBAL-SM,6531329
PICCADIL,193985025
PIDILITIND,681985
PIGL,4023297
PIIND,6191105
PILANIINVS,2929921
PILITA,7893761
PINELABS,194513921
PIONEEREMB,3446529
PIRAMALFIN,194445057
PITTIENG,3618305
PIXTRANS,2326273
PKTEA,2642177
PLADAINFO-SM,4989953
PLASTIBLEN,3563521
PLATIND,5870081
PLAZACABLE,4981249
PNB,2730497
PNBGILTS,2236417
PNBHOUSING,4840449
PNC,2391553
PNCINFRA,2402561
PNGJL,6479873
PNGSREVA,194621953
POCL,3682561
PODDARMENT,4873217
POKARNA,4518657
POLICYBZR,1703937
POLYCAB,2455041
POLYMED,6583809
POLYPLEX,687873
POLYSIL-ST,5814785
PONNIERODE,2729217
POONAWALLA,2919169
POSITRON-SM,6365185
POWERGRID,3834113
POWERICA,194990081
POWERINDIA,4724993
POWERMECH,2681089
PPAP,3893505
PPL,2636033
PPLPHARMA,2962177
PPSL-SM,6344961
PRABHA,7714305
PRABHAPP-E1,194979073
PRAENG,3568897
PRAJIND,692481
PRAKASH,693249
PRAKASHSTL,5017345
PRAMARA-SM,4739585
PRANIK-SM,6609409
PRATHAM-SM,5916929
PRAXIS,308225
PRECAM,3226369
PRECISION-SM,2035201
PRECOT-BE,1506305
PRECWIRE,695553
PREMEXPLN,4453633
PREMIER-BE,1599489
PREMIERENE,6412545
PREMIERPOL-BE,2662657
PREMIUM-SM,6629889
PRESSTONIC-ST,5249537
PRESTIGE,5197313
PRICOLLTD,5025537
PRIMECAB-SM,194309889
PRIMESECU,3037185
PRIMO,193772801
PRINCEPIPE,4107521
PRITI,2125825
PRITIKA-SM,3320577
PRITIKAUTO,1354753
PRIVISCL,2259201
PRIZOR-ST,6274817
PRLIND-SM,6083585
PROFX-SM,193998337
PROLIFE-SM,4954113
PROPEQUITY-SM,2236161
PROSTARM,194092289
PROTEAN,7544833
PROV-SM,4219649
PROZONER,7387905
PRSMJOHNSN,701185
PRUDENT,2445569
PRUDMOULI,5254913
PSB,5376257
PSBKICINAV,3734785
PSFL-SM,6510337
PSPPROJECT,5344513
PSRAJ-SM,7593473
PSUBANK,3855617
PSUBANKADD,4509697
PSUBNKBEES,3848193
PSUBNKIETF,3733505
PTC,2906881
PTCIL,4270593
PTL,3609857
PULZ-SM,129793
PUNJABCHEM,1112065
PURPLEUTED-SM,7175169
PURVA,3820033
PURVFLEXI-SM,5872129
PUSHPA-SM,193966849
PVP,1026561
PVRINOX,3365633
PVSL,5924353
PVTBANIETF,2914817
PVTBANKADD,4499457
PWL,194489089
PYRAMID,4672001
QFIL-SM,3740929
QGOLDHALF,3924481
QGOLDHINAV,2113793
QMSMEDI-SM,2935553
QNIFTY,4305665
QNIFTYINAV,2598657
QPOWER,7606017
QSIFHDG-SF,194376961
QSIFHRG-SF,194380289
QSIFHRR-SF,194451457
QUADFUTURE,7446273
QUADPRO-SM,1502721
QUAL30IETF,4558849
QUALITINAV,7815681
QUALITY30,194034177
QUESS,4532225
QUESTLAB-ST,6091777
QUICKHEAL,3357697
QUICKTOUCH-SM,3912961
QUINTEGRA-BE,2400257
QVCEL-SM,6388993
RACE-BE,3941377
RACLGEAR,6955777
RADAAN,2798593
RADHIKAJWE,2647809
RADIANTCMS,3476481
RADICO,2813441
RADIOCITY,5088513
RADIOWALLA-SM,6001153
RAILTEL,622337
RAIN,3926273
RAINBOW,2408449
RAJESHEXPO-BZ,194678017
RAJINDLTD-SM,6324993
RAJMET,555009
RAJOOENG,193804545
RAJPUTANA-SM,6980865
RAJRATAN,4854273
RAJRILTD-BE,2157569
RAJSREESUG,719105
RAJTV,3687169
RAJVIR-BZ,1602305
RALLIS,720897
RAMANEWS,3472641
RAMAPHO,2705409
RAMASTEEL,2636801
RAMCOCEM,523009
RAMCOIND,1174273
RAMCOSYS,2009857
RAMKY,5154305
RAMRAT,2684161
RANASUG,726273
RANEHOLDIN,728065
RAPIDFLEET-SM,7797761
RAPPID-SM,6556161
RATEGAIN,1837313
RATNAMANI,3443457
RATNAVEER,4716289
RAYMOND,731905
RAYMONDLSL,6418689
RAYMONDREL,194189057
RBA,382465
RBLBANK,4708097
RBMINFRA-SM,3473921
RBS-SM,6032641
RBZJEWEL,5343745
RCDL-SM,5038337
RCF,733697
RCOM-BE,3376129
READYMIX-SM,7567617
RECLTD,3930881
REDINGTON,3649281
REDTAPE,4571905
REFEX,4547585
REFRACTORY-SM,6071809
REGAAL,194222081
REGENCERAM,1057281
RELAXO,6201601
RELCHEMQ,2470913
RELIABLE,6240769
RELIANCE,738561
RELIGARE,3857409
RELINFRA-BE,1226497
RELTD,6296577
REMSONSIND,1015041
REMUS-SM,4135425
RENUKA,3078657
REPCOHOME,7577089
REPL,378881
REPRO,3360257
RESPONIND,5202689
RETAIL,6181121
REXPIPES-SM,1359105
REXPRO-SM,7493121
RGL,3873025
RHETAN,194319873
RHFL-BZ,194356225
RHIM,7977729
RHL,3880193
RICHA-SM,2101249
RICOAUTO,744705
RIIL,745473
RIIT-IV,195134465
RILINFRA-SM,2522625
RISHABH,4714753
RITCO,2289665
RITES,962817
RITEZONE-SM,3048961
RKDL,5363201
RKEC,396033
RKFORGE,2921217
RKSWAMY,5899009
RMC-BE,195160833
RMDRIP,194005505
RML,3065601
RNBDENIMS-BE,194299905
RNFI-SM,6294785
RNPL-SM,194088193
ROADSTAR-IV,7693057
ROCKINGDCE-SM,5193985
ROCKPP-E1,194568449
ROHLTD,3374593
ROLEXRINGS,1351425
ROLLT-BE,4891649
ROML,91905
ROSSARI,4968961
ROSSELLIND,7401729
ROSSTECH,7002369
ROTO,2316545
ROUTE,32769
ROXHITECH-SM,5162753
ROYALARC-SM,7610113
RPEL,6332161
RPGLIFE,4281601
RPOWER,3906305
RPPINFRA,5314561
RPPL,1769729
RPSGVENT,2078465
RPTECH,5803521
RRKABEL,4752897
RSL,194928385
RSSOFTWARE,1645825
RSWM,715265
RSYSTEMS,3433985
RTL-ST,193991681
RTNINDIA,6988033
RTNPOWER,4485121
RUBFILA,6330881
RUBICON,194384897
RUBYMILLS,752385
RUCHINFRA,1168897
RUCHIRA,3538177
RUDRA,194660353
RULKA-SM,6100481
RUPA,6585345
RUSHIL,6296321
RUSTOMJEE,3128065
RVHL,400641
RVNL,2445313
RVTH,6440193
S&SPOWER-BE,2235649
SAAKSHI-SM,4887809
SAATVIKGL,194318593
SABAR-ST,2812161
SACHEEROME-SM,193896705
SADBHAV-BE,3389441
SADBHIN,2718209
SADHAV-SM,5861633
SADHNANIQ,3927809
SAFARI,3336961
SAFEENTP-SM,193941249
SAGARDEEP,2092801
SAGCEM,3601409
SAGILITY,6925313
SAHAJSOLAR-SM,6266369
SAHAJ-SZ,193923073
SAHANA-SM,4278017
SAHASRA-SM,6571009
SAHLIBHFI,194992129
SAHYADRI,3814401
SAIFL-SM,5400577
SAIL,758529
SAILIFE,7126785
SAIPARENT,194988801
SAJHOTELS-SM,6582273
SAKAR,2441985
SAKHTISUG,760065
SAKSOFT,3019265
SAKUMA,3392257
SALASAR,5468673
SALONA,4441857
SALSTEEL,2978305
SALZERELEC,2918145
SAMAY-SM,193753089
SAMBHAAV,1056513
SAMBHV,193988353
SAMHI,4765185
SAMMAANCAP,7712001
SAMPANN,6989569
SANATHAN,7374081
SANCO-BZ,3745281
SANDESH,764929
SANDHAR,613633
SANDUMA,4699905
SANGAMIND,1071105
SANGANI-SM,4616961
SANGHVIMOV,3598849
SANGINITA-BE,2824449
SANOFI,369153
SANOFICONR,6456833
SANSERA,1472257
SANSTAR,6292993
SANWARIA-BZ,11777
SAPPHIRE,1719809
SARDAEN,4546049
SAREGAMA,1252353
SARLAPOLY,3595009
SAROJA-SM,4737537
SARTELE-SM,5084929
SARVESHWAR,3305729
SASKEN,3067649
SASTASUNDR,5136129
SATECH-SM,6316545
SATIA,2827521
SATIN,2675969
SATIPOLY-SM,6273025
SATKARTAR-SM,7462657
SATTVAENGG-SM,194293761
SAURASHCEM,772609
SAVY-SM,193972225
SAWALIYA-SM,194161665
SBC,1738753
SBCL,1191937
SBFC,4614657
SBGLP,3619585
SBI150INAV,7838465
SBIBPB,7754241
SBIBPBINAV,7755009
SBICARD,4600577
SBICONINAV,2599169
SBIETFCON,1323009
SBIETFINAV,2600961
SBIETFIT,189441
SBIETFPB,184833
SBIETFQLTY,1847809
SBIFPBINAV,2599425
SBILIFE,5582849
SBILIQETF,194174977
SBILIQINAV,7817473
SBILTYINAV,2598913
SBIMIDMOM,194840321
SBIMOMINAV,7835905
SBIN,779521
SBINEQINAV,6278913
SBINEQWETF,6278145
SBINMID150,195005697
SBISILINAV,6238465
SBISILVER,6237697
SCFL310524-ZE,6127105
SCHAEFFLER,258817
SCHAND,5298689
SCHNEIDER-BE,7996929
SCI,780289
SCILAL,5920513
SCL010825-NB,193911553
SCL0182025-NC,193911809
SCL01825-N6,193910273
SCL1825-N5,193910017
SCL190325A-N1,7737857
SCL190325-N1,7734273
SCL19325A-N1,7733761
SCL19325-N1,7735809
SCL25924A-N1,6539265
SCL25924C-N1,6541825
SCL25924D-N1,6542337
SCL25924-N1,6538753
SCL26-NA,5061121
SCL271224A-N1,7400449
SCL271224B-N1,7404289
SCL271224-N1,7400193
SCL310524A-ZK,6131201
SCL310524-ZF,6127873
SCLZC26A-NF,4771329
SCLZC26B-AY,4488961
SCLZC26C-NB,5061633
SCLZC26D-NO,5140993
SCLZC26E-NP,5142529
SCLZC26F-Y9,5376769
SCLZC26G-YA,5378049
SCLZC26-NB,4769281
SCML-SM,4984065
SCODATUBES,193914369
SCPL-BE,3092737
SDBL,342529
SDL24BINAV,2596353
SDL26BEES,773633
SDL26BINAV,2597633
SDREAMS-SM,6535169
SEAMECLTD,669697
SECL-ST,3336193
SECMARK,4990977
SECURKLOUD,2830849
SEDEMAC,194855169
SEITINVIT-IV,5458177
SEJALLTD,1815297
SELECTIPO,7707905
SELIPOINAV,7712513
SELLOWRAP-SM,194043393
SELMC,1603073
SEL-SM,4675585
SEMAC,3062017
SENCO,4421377
SENORES,7395329
SENSEXADD,4508929
SENSEXBETA,2691841
SENSEXETF,4921345
SENSEXIETF,1120769
SENSEXINAV,4927233
SEPC,3918849
SERVICE-ST,4458497
SERVOTECH,1409793
SESHAPAPER,784897
SETCO-BE,4484609
SETF10GILT,4453121
SETF10INAV,2599681
SETF50INAV,2601217
SETFGOINAV,2114049
SETFGOLD,4421633
SETFNIF50,2605057
SETFNIFBK,1884417
SETFNIINAV,2602497
SETFNN50,1882369
SETFNNINAV,2602753
SETL,7443201
SETUINFRA-BZ,4614145
SEYAIND-BE,2774017
SFL,4911105
SFLZC26A-ZC,3312897
SFML-SM,7185665
SGBAPR28I-GB,4828673
SGBAUG27-GB,3303425
SGBAUG28V-GB,5730561
SGBAUG29V-GB,1396481
SGBAUG30-GB,2865153
SGBD29VIII-GB,1817089
SGBDC27VII-GB,3950593
SGBDE30III-GB,3492353
SGBDE31III-GB,5753857
SGBDEC26-GB,1959425
SGBFEB27-GB,2244097
SGBFEB28IX-GB,4521985
SGBFEB29XI-GB,563201
SGBFEB32IV-GB,5858817
SGBJ28VIII-GB,4380161
SGBJAN27-GB,2126849
SGBJAN29IX-GB,491521
SGBJAN29X-GB,512769
SGBJAN30IX-GB,2017025
SGBJU29III-GB,972801
SGBJUL27-GB,2855425
SGBJUL28IV-GB,5693953
SGBJUL29IV-GB,1308929
SGBJUN27-GB,2626817
SGBJUN28-GB,4883969
SGBJUN29II-GB,958209
SGBJUN30-GB,2619393
SGBJUN31I-GB,4403713
SGBMAR28X-GB,4723457
SGBMAR30X-GB,2150657
SGBMAR31IV-GB,3737089
SGBMAY26-GB,740097
SGBMAY28-GB,4856833
SGBMAY29I-GB,957953
SGBMR29XII-GB,719361
SGBN28VIII-GB,343553
SGBNOV26-GB,1626881
SGBNV29VII-GB,1668609
SGBOC28VII-GB,213505
SGBOCT26-GB,1525761
SGBOCT27-GB,3579137
SGBOCT27VI-GB,3648513
SGBSEP27-GB,3381505
SGBSEP28VI-GB,38145
SGBSEP29VI-GB,1427201
SGBSEP31II-GB,4980737
SGFIN,194266369
SGIL,1309185
SGL,3421953
SGMART,194275585
SHADOWFAX,194936065
SHAH,5195777
SHAHALLOYS,3035137
SHAILY,2234113
SHAIVAL-ST,2735105
SHAKTIPUMP,6546945
SHALBY,182785
SHALPAINTS,3927553
SHANKARA-BE,5206273
SHANTHALA-SM,5056513
SHANTI,1446401
SHANTIGEAR,787969
SHANTIGOLD,194048513
SHARDACROP,1277953
SHARDAMOTR,2695681
SHAREINDIA,26625
SHARIABEES,4363265
SHEEL-SM,194408193
SHEETAL-ST,5229057
SHEKHAWATI,5400321
SHEMAROO,1297409
SHERA-SM,3628033
SHETHJI-SM,194509313
SHIGAN-ST,2149889
SHILCTECH,194520833
SHILPAMED,4544513
SHIVALIK,1796097
SHIVAMAUTO,3521537
SHIVAMILLS,383233
SHIVASHRIT-SM,194238465
SHIVATEX,205825
SHIVAUM-BE,194495745
SHK,2870273
SHKSIL-SM,194193409
SHOPERSTOP,3024129
SHRADHA,181249
SHREDIGCEM,793345
SHREECEM,794369
SHREEJISPG,194418689
SHREEKARNI-SM,5906945
SHREEOSFM-SM,5274369
SHREEPUSHK,2710529
SHREERAMA,1952513
SHREMINVIT-IV,1463809
SHRENIK-BZ,194624513
SHREYANIND,800257
SHRIAHIMSA-SM,193639937
SHRIKANHA-SM,194611713
SHRINGARMS,194327809
SHRIPISTON,4399617
SHRIRAMFIN,1102337
SHRIRAMPPS,1843201
SHRITECH-SM,4527105
SHUBHLAXMI-SM,1651457
SHUBHSHREE-SM,6461441
SHYAMCENT,2608129
SHYAMDHANI-SM,194869761
SHYAMMETL,1201409
SHYAMTEL,3517441
SICALLOG-BE,4976641
SICCL28-N0,194516993
SIDDHICOTS-ST,194318337
SIDDHIKA-SM,805889
SIEMENS,806401
SIGACHI,1705729
SIGIND,1157633
SIGMA,4264449
SIGMAADV,3787009
SIGNATURE,4798209
SIGNORIA-SM,5925633
SIGNPOST,5799937
SIHF27-N0,6643201
SIHF29A-N0,195004161
SIHF29-N0,194720769
SIKKO,1591809
SIL,2892033
SIL360INAV,7807489
SILBNDINAV,7829505
SILCASINAV,7751681
SILETFINAV,3864065
SILGO,637953
SILINV,1050881
SILKFLEX-ST,6077185
SILKY-SM,193965825
SILLYMONKS,4888833
SILVER,2048769
SILVER1,3348993
SILVER360,193574401
SILVERADD,2754817
SILVERAG,4294913
SILVERBEES,2068481
SILVERBETA,3861761
SILVERBND,194643969
SILVERCASE,7750145
SILVERIETF,2033153
SILVERINAV,2108929
SILVERTUC,2412033
SIMBHALS-BZ,194262017
SIMPLEXINF,809473
SINCLAIR,6010881
SINDHUTRAD,4315905
SINGERIND,194923521
SINTERCOM,97537
SIRCA,2828801
SIS,5504257
SITINET-BZ,7477761
SIYSIL,3608577
SJLOGISTIC-SM,5258753
SJS,1700609
SJVN,4834049
SKFINDIA,815617
SKFINDUS,194585857
SKIL-BZ,6171393
SKIPPER,2413569
SKMEGGPROD,1211393
SKP-SM,2643201
SKYGOLD,3489537
SLONE-SM,6064385
SMAADDINAV,7830529
SMACAPINAV,5852929
SMALL250,194512385
SMALL2INAV,7826689
SMALLADD,194651905
SMALLCAP,5844993
SMARTEN-SM,193950465
SMARTLINK,2531585
SMARTWORKS,194039041
SMCGLOBAL,593921
SML100CASE,194292481
SML100INAV,7819265
SMLMAH,867073
SMLT,1751809
SMSPHARMA,3668225
SMVD-ST,217601
SNEHAA-SM,194290177
SNOWMAN,1239809
SNXT30BEES,193908481
SNXT30INAV,7812865
SNXT50BETA,2347009
SOBHA,3539457
SOCL-SM,194867713
SOFTTECH,2116097
SOLARA,940033
SOLARINDS,3412993
SOLARWORLD,194541825
SOLEX,194405633
SOMANYCERA,993281
SOMATEX-BE,2330625
SOMICONVEY,4555265
SONACOMS,1199105
SONAMAC-SM,5901313
SONAMLTD,2254337
SONATSOFTW,1688577
SONUINFRA-SM,2421249
SOTAC-SM,3838209
SOTL,773377
SOUTHBANK,1522689
SOUTHWEST,2477569
SPAL,4672513
SPANDANA,2927361
SPARC,3785729
SPCENET,4959233
SPCL-SM,6207745
SPCON-SM,194916609
SPEB-SM,194594561
SPECIALITY,6939393
SPECTRUM,7796481
SPECTSTM-SM,4320257
SPENCERS,2089729
SPIC,832513
SPLIL,3055361
SPLPETRO,2461953
SPMLINFRA,850177
SPORTKING,2747649
SPPPOLY-SM,6478337
SPRL-SM,2181377
SPUNWEB-SM,194013441
SRD,6588673
SREEL,8150273
SRF,837889
SRGHFL,4638465
SRHHYPOLTD,3732993
SRIVASAVI-SM,3689217
SRM,5990913
SRPL-BZ,7330561
SRTL,194608129
SSDL,6363137
SSEGL-SM,6322433
SSFLPP-E1,194155521
SSFL-SM,4622337
SSWL,3028225
STALLION,7476225
STANLEY,6201857
STAR,1887745
STARCEMENT,5399297
STARHEALTH,1813249
STARPAPER,842497
STARTECK,2382081
STCINDIA,2802689
STEELCAS,1741569
STEELCITY,2663937
STEELXIND,5462785
STEL,5499905
STERTOOLS,1100545
STLNETWORK,194293249
STLTECH,2383105
STOVEKRAFT,539393
STRIDERS-SM,194839297
STUDDS,194454273
STUDIOLSD-SM,194182913
STYL,194543105
STYLAMIND,1327617
STYLEBAAZA,6429185
STYRENIX,4865
SUBAHOTELS-SM,194588673
SUBEXLTD,247553
SUBROS,850945
SUDARCOLOR,183041
SUDARSCHEM,851713
SUDEEPPHRM,194569985
SUKHJITS,3021825
SULA,3383809
SUMEETINDS,5322241
SUMICHEM,4378881
SUMIT,2851841
SUMMITSEC,5446401
SUNCLAY,5364737
SUNDARAM,4846337
SUNDARMFIN,854785
SUNDRMBRAK,1069825
SUNDRMFAST,856321
SUNDROP,425729
SUNFLAG,857089
SUNLITE-SM,6366209
SUNPHARMA,857857
SUNREST-RE-ST,194986497
SUNREST-SM,5174529
SUNTECH-SM,193987329
SUNTECK,4516097
SUNTV,3431425
SUPERHOUSE,5277697
SUPERSPIN,859393
SUPRAJIT,2992385
SUPREME,7536385
SUPREMEENG-BZ,194303233
SUPREMEIND,860929
SUPREMEINF-BZ,3435265
SUPREMEPWR-SM,5393153
SUPRIYA,1891841
SURAJEST,5330433
SURAJLTD,6391297
SURAKSHA,6997505
SURANASOL,5395713
SURANAT&P,2739201
SURANI-ST,2182145
SURYALAXMI,3034113
SURYAROSNI,864001
SURYODAY,760321
SUTLEJTEX,3533057
SUVEN,2875649
SUVIDHAA,767489
SUYOG,6361857
SUZLON,3076609
SVLL,3870977
SVPGLOB,1285121
SWANCORP,6936321
SWANDEF-BE,7465985
SWARAJENG,866305
SWARAJ-SM,2203649
SWASTIK-SM,2941953
SWELECTES,3048705
SWIGGY,6928897
SWSOLAR,3197185
SYLVANPLY-SM,6212353
SYMPHONY,6192641
SYNCOMF,3069953
SYNGENE,2622209
SYNOPTICS-SM,4403969
SYRMA,2763009
SYSTANGO-SM,3713537
SYSTMTXC,194394881
TAC-SM,6000129
TAGOLDINAV,5488129
TAINWALCHM,869377
TAJGVK,2394625
TAKE-BE,3819521
TALBROAUTO,3493889
TANKUP-SM,193621761
TANLA,3577857
TAPIFRUIT-SM,2812417
TARACHAND,6019073
TARAPUR,4819713
TARC,404737
TARIL,3884545
TARMAT-BE,3782401
TARSONS,1777409
TASILVINAV,5490945
TASTYBITE,5143553
TATACAP,194371841
TATACHEM,871681
TATACOMM,952577
TATACONSUM,878593
TATAELXSI,873217
TATAGOLD,5478657
TATAINVEST,414977
TATAPOWER,877057
TATASTEEL,895745
TATATECH,5195009
TATSILV,5485569
TATVA,1321473
TAURIAN-SM,194497537
TBI-SM,6148865
TBOTEK,6077441
TBZ,6921473
TCC,195024385
TCHF30-NB,4324865
TCI,2708481
TCIEXP,4921089
TCIFINANCE,1221377
TCL-SM,5830913
TCPLPACK,47105
TCS,2953217
TDPOWERSYS,6445569
TEAMGTY,2743553
TEAMLEASE,3255297
TECH,1654273
TECHD-SM,194339329
TECHERA-SM,6566913
TECHINAV,2551041
TECHLABS-SM,5395969
TECHM,3465729
TECHNOE,1649921
TECILCHEM,883969
TEGA,1818881
TEJASCARGO-SM,7609089
TEJASNET,5409537
TEMBO,838401
TENNIND,194529281
TERASOFT,4938753
TEXINFRA,2956545
TEXMOPIPES,4662785
TEXRAIL,5587969
TFCILTD,887297
TFL,3665665
TGBHOTELS,3739393
TGL-ST,6023681
THANGAMAYL,4638209
THEINVEST,5485313
THEJO,4935425
THELEELA,193795585
THEMISMED,3708161
THERMAX,889601
THESL-SM,6565889
THOMASCOOK,891137
THOMASCOTT,7940353
THYROCARE,4360193
TI,4914177
TICL,4992257
TIGERLOGS,194349057
TIIL,3641089
TIINDIA,79873
TIJARIA-BE,6524417
TIL,891905
TIMESCAN-SM,1996801
TIMETECHNO,3764993
TIMKEN,3634689
TINNARUBR,193541121
TIPSFILMS,2911745
TIPSMUSIC,2333953
TIRUMALCHM,894977
TIRUPATIFL-BE,5704705
TIRUPATI-SM,5598209
TIT45-N0,194744321
TITAGARH,3945985
TITAN,897537
TMB,2801921
TMCV,194504193
TMPV,884737
TNIDETF,2273793
TNIDETINAV,2603265
TNPETRO,898305
TNPL,1018881
TNTELE,899073
TOKYOPLAST,982273
TOLINS,6467073
TOP100CASE,6164737
TOP100INAV,6166017
TOP10ADD,6443777
TOP10AINAV,6445825
TOP15IETF,193991937
TOP20,194666241
TOP20INAV,7831041
TOPETFINAV,7814401
TORNTPHARM,900609
TORNTPOWER,3529217
TOTAL,5740289
TOUCHWOOD,4328449
TPHQ,4350977
TPL26-N3,5279233
TPLPLASTEH,2360065
TRACXN,2964993
TRANSRAILL,7350785
TRANSTEEL-SM,5069057
TRANSWIND-SM,5442561
TRANSWORLD,801025
TRAVELFOOD,193931521
TREEHOUSE-BE,6422017
TREJHARA,1924609
TREL,4555521
TRENT,502785
TRF,4604673
TRIDENT,2479361
TRIDHYA-SM,4405761
TRIGYN,1389569
TRITURBINE,6549505
TRIVENI,3348737
TROM-SM,6308353
TRU,2400769
TRUALT,194357761
TRUST-SM,5994753
TSC-SM,194011649
TSFINV,558849
TTKHLTCARE,2910465
TTKPRESTIG,907777
TTL-BE,3665409
TTML,2292225
TUNWAL-SM,6277121
TVSELECT,2883841
TVSHLTD,7426049
TVSINVIT-IV,194201089
TVSMNCRPS-P1,194852097
TVSMOTOR,2170625
TVSSCS-BE,4647169
TVSSRICHAK,3646721
TVTODAY,2886401
TVVISION,4737025
TWCGLDINAV,7832577
TWCGOLDETF,194683393
UBL,4278529
UCAL,913921
UCL-ST,1078785
UCOBANK,2873089
UDS,4892929
UEL,6017793
UFBL,800513
UFLEX,269569
UFO,2313985
UGARSUGAR,5011969
UGROCAP,1360129
UHTL-SM,6639361
UJJIVANSFB,3898369
ULTRACEMCO,2952193
UMAEXPORTS,2263553
UMA-SM,3417345
UMESLTD-BE,4901121
UMIYA-MRO,2303489
UNGOLDINAV,7600641
UNICHEMLAB,916225
UNIDT,51457
UNIECOM,6351105
UNIENTER,2891009
UNIHEALTH-ST,4759297
UNIINFO,1994497
UNILEX-SM,6562049
UNIMECH,7413761
UNIONBANK,2752769
UNIONGOLD,7599873
UNIPARTS,3342593
UNITDSPR,2674433
UNITECH,920065
UNITEDPOLY,1935361
UNITEDTEA,4607745
UNIVAFOODS-BE,2653697
UNIVASTU,4858113
UNIVCABLES,923393
UNIVPHOTO-BE,4521217
UNOMINDA,3623425
UPL,2889473
URAVIDEF,4370177
URBANCO,194325505
URBAN-SM,4323329
URJA,5171969
USASEEDS-SM,2716161
USHAFIN-SM,6643713
USHAMART,2263041
USK-BE,3807233
UTIAMC,134913
UTIBANINAV,2603777
UTINEXINAV,2604033
UTINIFINAV,2604289
UTISENINAV,2604801
UTISXNINAV,2606593
